review,rating,date,bank,source
Disaster,1,2024-07-08,CBE,Google Play
I don't agreed what you are doing on my account regarding of commission payment of this apk. bcz I'm paying for transfer to other so why commission pyt is necessary or tell us and we can go to other banks if your users more bigger than you think 🙄 Is it 5birr is balance pls diminish it,1,2024-07-05,CBE,Google Play
Very stupid service bank,1,2024-07-05,CBE,Google Play
Good,1,2024-07-04,CBE,Google Play
absolute poor.,1,2024-07-02,CBE,Google Play
no network for today why,1,2024-07-02,CBE,Google Play
"Poor application. Let me list down if you could update the main features. It say error while the money has already sent. We can't get the transaction record (it has limited date) or somtimes the listed record transactions and the details are not the same while we enter to see further details. So if you can, try to see telebirr application and how much simple it is then try to update frequently.",1,2024-07-02,CBE,Google Play
የማያጠቅም ባንክ👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,2024-06-29,CBE,Google Play
This is a scammer bank how could you guys take 53 bir for 20k transfer illegal!!! Not deserve 2 star even,1,2024-06-28,CBE,Google Play
Good,1,2024-06-27,CBE,Google Play
I says thanks,1,2024-06-26,CBE,Google Play
Passport payment,1,2024-06-25,CBE,Google Play
I dont know when it works and dont but its not working more than working,1,2024-06-22,CBE,Google Play
"One of the poorest app for 2 main reasons 1-works only with internet connection 2-Even with best internet acess, it usally says failed synchronization .",1,2024-06-15,CBE,Google Play
It's not so much fast,1,2024-06-14,CBE,Google Play
😀😀😀😀😀,1,2024-06-12,CBE,Google Play
The worst app,1,2024-06-12,CBE,Google Play
It was ok but resently it has become unuseable to say the list. It does not sincronise and I have not been able to make use of it.,1,2024-06-10,CBE,Google Play
It's the worst app ever,1,2024-06-08,CBE,Google Play
Recent transactions are all mixed up Rtgs doesn't show up for confirmation or in texts,1,2024-06-04,CBE,Google Play
Poorly functioning,1,2024-06-01,CBE,Google Play
"it said ""None available""",1,2024-05-31,CBE,Google Play
Bad and bad application,1,2024-05-24,CBE,Google Play
Samsung A31,1,2024-05-22,CBE,Google Play
👎,1,2024-05-21,CBE,Google Play
"Can got 0 ⭐ Please ! this App is completely Scam Becouse I made payment in other bank option in the App but the APP (-) mY BALANCE BUT NO successful notification to get screen shoot, no SMS and no Transaction history and I alerdy lost my mony becous my clint also does not get the mony i sent! I pay but I didn't got mony! stey away frim CBE",1,2024-05-19,CBE,Google Play
I like this application and It's very useful,1,2024-05-19,CBE,Google Play
"I am a business man i use this app long time, but it is very poor there is no filter to search the transactions of one Acc. If want to now how many times i send or receive.",1,2024-05-19,CBE,Google Play
nice app,1,2024-05-16,CBE,Google Play
This app have no fingerprints unlock and have problem with safaricom topup,1,2024-05-13,CBE,Google Play
It is a very weak app it does not even show transaction history. If there are 3 transactions in a day it shows two and does not show the rest.,1,2024-05-09,CBE,Google Play
Good,1,2024-05-08,CBE,Google Play
Poor Bank Poor banking system Poor app,1,2024-05-06,CBE,Google Play
Ana taanan 0 turee oso jiraate,1,2024-05-05,CBE,Google Play
Sadam Dafhj,1,2024-05-05,CBE,Google Play
how to use?,1,2024-05-04,CBE,Google Play
Ayalew Asefa weledemichel /አያሌው አሰፋ ወ/ሚካኤል,1,2024-05-04,CBE,Google Play
Cbe ye mafia leba yhehinu nachew hidden fee ykortalu transfer lay ye wsha ljoch,1,2024-05-03,CBE,Google Play
"Unable to use the app for around a month! (It cames with an error message ""None available"" everytime I try to transfer). What a Worst app!!!",1,2024-05-01,CBE,Google Play
this updated version is ANNOYING!! Doesn't work at all!! 😡👺🤬😾,1,2024-05-01,CBE,Google Play
have no option for transaction export,1,2024-05-01,CBE,Google Play
hey cbe. we love to use Commercial Bank of Ethiopia but we can't transfer money to international by using the CBE app by using SWIFT,1,2024-05-01,CBE,Google Play
Not working,1,2024-04-30,CBE,Google Play
"Terrible application. every time when I have transactions, say an error while the transaction is already done, doesn't show the recent updates balances and transaction.",1,2024-04-30,CBE,Google Play
It is not that hard to list the number of transactions in their order,1,2024-04-27,CBE,Google Play
Very poor application it doesn't work in all smart phones☺️☺️☺️,1,2024-04-26,CBE,Google Play
Wow,1,2024-04-26,CBE,Google Play
Not work properly.,1,2024-04-26,CBE,Google Play
Reeding,1,2024-04-24,CBE,Google Play
"Bad App and Bad institution It Can not show a transaction list Correctly It shows a very Messed up Transaction position Before Leaving the Country i beg them Please, I am going to leave the country, please make internet banking active for me, but they told me that the application will work anywhere, And Now it did not work after I left the country, it made me unable to move my money.",1,2024-04-23,CBE,Google Play
ቯጨጨየኘቨሀሀ!ሐኘረd,1,2024-04-23,CBE,Google Play
"I am unable to use mobile banking for around a month. It says ""None available"" when I try to transfer or buy airtime.",1,2024-04-22,CBE,Google Play
Stupid thief app,1,2024-04-22,CBE,Google Play
"Worest apk even it doesn't show recent transactions, resending issues. The account will be reduced without showing the money I sent.",1,2024-04-21,CBE,Google Play
Wow this Mobllie banking transfer app is amazing and easy to access and use for the mobile credit transaction keep going!!!,1,2024-04-20,CBE,Google Play
tztz sesr,1,2024-04-18,CBE,Google Play
"When I tray to open the app it says ""The device is Rooted"" haw can i solve it?",1,2024-04-18,CBE,Google Play
It is good but not fast,1,2024-04-14,CBE,Google Play
One of the most useless app in the country. Doesn't work almost 99 percent of the time.,1,2024-04-13,CBE,Google Play
It is hard to open,1,2024-04-13,CBE,Google Play
Worriest ever app i have faced,1,2024-04-13,CBE,Google Play
Poor application most times it says error while sending then it actually sent money so u have to double check if its an error or it sent cash. recent transaction don't update as fast sometimes it even misplaces date and bring forth a transaction done a day or 2 back at the top.the only thing remotely good is the UI interface,1,2024-04-12,CBE,Google Play
Thief institution,1,2024-04-11,CBE,Google Play
Not compatible,1,2024-04-11,CBE,Google Play
ገንዘብ በላኩኝ ቁጥር 10 ብር ይቆርጣል። Even ከ 10 ብር በታች ልኬ 10 ብር ይቆረጣል። ይህ ደሞ ህጋዊ አሰራር አይመስለኝምና የባንክ አገልግሎትም እንድቀይር እያስገደደኝ ነው። ይሄንን ጎጂ ተግባር ብታቆሙ የተሻለ ነው።,1,2024-04-10,CBE,Google Play
Not active as needed,1,2024-04-05,CBE,Google Play
አብራርከማል,1,2024-04-03,CBE,Google Play
Umar tamama,1,2024-04-01,CBE,Google Play
Garbage,1,2024-03-31,CBE,Google Play
"Always says INACTIVE, sometimes doesn't sync, other times says go to the nearest branch and when I go they take forever. How come I am not allowed to see all transactions?Mobile banking is for saving time and efficiency. Non is takingplace. Why should I be forced to use my account everyday? I should be able to use it whenever.",1,2024-03-30,CBE,Google Play
👉it can not download the receipt when we transferred what is the reason? please we need the receipt so that come on to solution!,1,2024-03-30,CBE,Google Play
Useless hackable bank!,1,2024-03-26,CBE,Google Play
Totally dissatisfied,1,2024-03-25,CBE,Google Play
"The password should be stronger, including letters, numbers, and special characters.",1,2024-03-24,CBE,Google Play
It stacked and not opened,1,2024-03-20,CBE,Google Play
Not good,1,2024-03-19,CBE,Google Play
It doesn't work smoothly,1,2024-03-18,CBE,Google Play
The security is very weak and cyber attacks will always happen. Adjust the security,1,2024-03-17,CBE,Google Play
always network error why ....,1,2024-03-16,CBE,Google Play
Always crush its stupid app,1,2024-03-16,CBE,Google Play
ጥሩ አይደለም,1,2024-03-16,CBE,Google Play
Its trash,1,2024-03-16,CBE,Google Play
Its. Bad,1,2024-03-16,CBE,Google Play
"I'm having trouble with the application, I can't see my balance or send money using the application. This is very disappointing as I have been experiencing this for a while.",1,2024-03-16,CBE,Google Play
Yohanes and zefan,1,2024-03-15,CBE,Google Play
"It is not working, informs its synced but, when you request for transaction he doesnt process it",1,2024-03-14,CBE,Google Play
"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",1,2024-03-14,CBE,Google Play
"After the recent update, the app crashs on its own and is glitchy",1,2024-03-13,CBE,Google Play
my phone is camon 20 pro but it can't install on phone it is so bored 😴😴😴,1,2024-03-12,CBE,Google Play
We're going to stop using not only this apk additional to stop all CBE services. bcz of when to use the apk it doesn't work properly/ doesn't sync /.... + started from last 2 months they're cut 5 birr without our permission for commission. + Cut 10 birr from us when transfer to telebirr... Uuuu CBE'jobs,1,2024-03-12,CBE,Google Play
