review,rating,date,bank,source,sentiment,sentiment_score
"How can I trust a bank that doesn't have a cyber crime reporting mechanism. I recently traveled out of the country. After a week I got a text message stating that more than 1000bir withdrawn from my account without my knowledge. When I tried to download the receipt, it doesn't even work. I only know it was transfered to a Wegagen bank account via a POS machine. Please be carefull and take a lesson from me. 😡😡😡",1,2024-09-16,CBE,Google Play,negative,0.999208390712738
If there was a lesser rating I'd have given it to this app! What's with all this service charges? With the amount they're charging for everything I'm afraid we'll be paying to even look in their direction.,1,2024-09-12,CBE,Google Play,negative,0.9993182420730591
I hate apps and all management of cbe,1,2024-09-12,CBE,Google Play,negative,0.9994792342185974
The fast and easy to use app there is nothing to deny aboutt that... but it has a serious issue on showing transaction history like if i send or receive money i ll find the transaction history after a day. When the sms message is not working at some days the issue get worse like we dont have an idea how much money we have received. I dont this this issue is hard to fix for you hope you will fix it on the next update....the app deserve 4stars tbh but i just want you to see this seriously thankyou,1,2024-09-11,CBE,Google Play,positive,0.9814397692680359
"What a trash app! Trash! Trash! Trash! Whenever you want to use the app after once you uninstall it, or receive it from someone else, it will ask you for a new verification. Again, after you clear the cache and data, you will be required to ask a verification code from the nearby bank physically too! What a shame! Never use this app! Your account pass code is unsecure in this app. STOP using this app! I Do!",1,2024-09-10,CBE,Google Play,negative,0.9997019171714783
Not working out of Ethiopia this week mine is,1,2024-09-10,CBE,Google Play,negative,0.9959843158721924
The app only shows 25 transaction. The most frustrating it ever. Other banks gives you months of transactions ans statement. What a joke,1,2024-09-09,CBE,Google Play,negative,0.9985112547874451
አዋሽ,1,2024-09-08,CBE,Google Play,negative,0.6970565915107727
It's the worst! I just transfer from my cbe account in to my tele birr account for urgent case but unfortunately it holds. And there customer service workers told me it will be returned in to my cbe account after 3 or 5 working days if its not credited in to my telebirr account. How's that working? This bank is a pioneer in from the country. It's really annoying this happens for second time. Please amend your network services. Am totally annoyed by cbe.,1,2024-09-07,CBE,Google Play,negative,0.9997766613960266
Good application to use especially it helps me while I buy and sell goods. Thanks,1,2024-09-07,CBE,Google Play,positive,0.9997839331626892
Transaction problems 😔,1,2024-09-06,CBE,Google Play,negative,0.9987001419067383
"I have never such a disgusting app in my life , i swear it doesn't even work properly",1,2024-09-05,CBE,Google Play,negative,0.9997758269309998
Obsaa.Abdallaa,1,2024-09-05,CBE,Google Play,negative,0.9927104711532593
Bad,1,2024-09-04,CBE,Google Play,negative,0.999782383441925
"The app doesn't have 1. mini statement service In my opinion, I don't have to go to cbe branch to get mini statements and transactions I have done and pay for it.why? 2. Recent transaction The app doesn't store numerous or enough recent transactions, even it doesn't store what stored properly sometimes.",1,2024-09-02,CBE,Google Play,negative,0.9952439665794373
I can't describe enough how helpful it was. It's best version than ever mobile banking services.,1,2024-09-01,CBE,Google Play,positive,0.9991114735603333
ሀውልቱ ታረቀኝ,1,2024-08-30,CBE,Google Play,negative,0.7850590348243713
It says you are debited 20birr but it transfers another 10 birr with it I don't understand if it's under their rules,1,2024-08-29,CBE,Google Play,negative,0.9959338307380676
It's a best application to exchange our money in a best speed and time saving way,1,2024-08-27,CBE,Google Play,positive,0.9994996786117554
"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",1,2024-08-27,CBE,Google Play,negative,0.9995390176773071
"This app has several issues based on my experience. Below are the problems that I encountered: 1. The app frequently crashes. 2. It only shows a limited transaction record history (25 transactions). 3. You can't access the transaction records after 8:00 pm and on Sundays. 4. It displays a ""payment failed"" message. It would be greatly appreciated if you could address these issues",1,2024-08-25,CBE,Google Play,negative,0.9991637468338013
Verey excellent,1,2024-08-24,CBE,Google Play,positive,0.9998279809951782
it is not well functional. It always sluggish and poor application.,1,2024-08-24,CBE,Google Play,negative,0.9998244643211365
A useless application that doesn't work.,1,2024-08-23,CBE,Google Play,negative,0.9998171925544739
Can not synchronize,1,2024-08-22,CBE,Google Play,negative,0.9997753500938416
Government Bank,1,2024-08-21,CBE,Google Play,positive,0.7156458497047424
good,1,2024-08-19,CBE,Google Play,positive,0.9998161196708679
Absolutely terrible App,1,2024-08-19,CBE,Google Play,negative,0.9989203214645386
Good,1,2024-08-18,CBE,Google Play,positive,0.9998161196708679
"No proper transaction is being recorded or presented on your the UI, the main features of the app is not working properly yet they have so many service in the app",1,2024-08-17,CBE,Google Play,negative,0.999594509601593
Best,1,2024-08-16,CBE,Google Play,positive,0.9997941851615906
Thanks to the number of branches. Mobile banking is not very satisfactory.,1,2024-08-14,CBE,Google Play,negative,0.999679446220398
it is not good it's like eka eka chewata,1,2024-08-14,CBE,Google Play,negative,0.9997758269309998
You're genuine,1,2024-08-13,CBE,Google Play,positive,0.9998776912689209
Ok,1,2024-08-12,CBE,Google Play,positive,0.9997851252555847
ለምንድነው ብር ከተላላክን በኋላ Transaction history የማያሳየን ?,1,2024-08-11,CBE,Google Play,negative,0.9707485437393188
"The app only work on working hour from 8 am-5pm it dont work at night or early in the morning, why do we need it then...try to fix it.",1,2024-08-10,CBE,Google Play,negative,0.9990537762641907
Not wotking properly & shows payment failed but already sent z found . this is so bad for country bank app😂,1,2024-08-08,CBE,Google Play,negative,0.9997455477714539
Fahti Kamaal,1,2024-08-07,CBE,Google Play,negative,0.880788266658783
Very poor and very disgusting,1,2024-08-06,CBE,Google Play,negative,0.9997865557670593
"Always says can't synchronize, while I have active internet access",1,2024-08-05,CBE,Google Play,negative,0.9983568787574768
its very fast and active app,1,2024-08-03,CBE,Google Play,positive,0.9986039996147156
"All those service interruptions... , When you update it stops working and to start using an new appliance you need to go to the bank to activate it... uff...",1,2024-08-01,CBE,Google Play,negative,0.999444305896759
It's not appropriate for Play store,1,2024-08-01,CBE,Google Play,negative,0.9997872710227966
Poor app please upgrade it Example add transfering to telebirr agent,1,2024-08-01,CBE,Google Play,negative,0.9996113181114197
Usless,1,2024-07-28,CBE,Google Play,negative,0.9949766397476196
its a disaster really,1,2024-07-26,CBE,Google Play,negative,0.9998002648353577
It is not fast,1,2024-07-25,CBE,Google Play,negative,0.99720698595047
No safaricom network,1,2024-07-23,CBE,Google Play,negative,0.998711109161377
CBE,1,2024-07-23,CBE,Google Play,positive,0.9966009855270386
its not working properly boring app ever,1,2024-07-23,CBE,Google Play,negative,0.9997456669807434
ሀሪፍ,1,2024-07-19,CBE,Google Play,negative,0.6970565915107727
It's good app for me,1,2024-07-16,CBE,Google Play,positive,0.9998619556427002
ABDISA MOHAMMED I can get 4hf my friend how are you feeling I hope my friend is coming up with you tomorrow at the same place you can get it done before the election results I think we need to we can do it together my friend how are things going for my friend,1,2024-07-15,CBE,Google Play,positive,0.9898977279663086
"Very poor, not connect properly, deduct money with out report",1,2024-07-15,CBE,Google Play,negative,0.9997842907905579
"Yesterday, system hackers have taken money out of my CBE account due to problems related with the CBE BIRR SMS and internet banking systems.You must further increase security of the system.I am willing to give further details if necessary. System hackers have unlocked the programning of cash transfer, I understood.",1,2024-07-15,CBE,Google Play,negative,0.8956353068351746
unable to access my account in the US.,1,2024-07-13,CBE,Google Play,negative,0.9997978806495667
about inactive solutions want be!!!,1,2024-07-13,CBE,Google Play,negative,0.995563268661499
I like all service,1,2024-07-10,CBE,Google Play,positive,0.999650239944458
ከፒን ይልቅ በአሻራ እንዲከፈት ማረግ አለባቹሁ።,1,2024-07-10,CBE,Google Play,negative,0.9200406670570374
Disaster,1,2024-07-08,CBE,Google Play,negative,0.9997738003730774
I don't agreed what you are doing on my account regarding of commission payment of this apk. bcz I'm paying for transfer to other so why commission pyt is necessary or tell us and we can go to other banks if your users more bigger than you think 🙄 Is it 5birr is balance pls diminish it,1,2024-07-05,CBE,Google Play,negative,0.9994580149650574
Very stupid service bank,1,2024-07-05,CBE,Google Play,negative,0.9997678399085999
Good,1,2024-07-04,CBE,Google Play,positive,0.9998161196708679
absolute poor.,1,2024-07-02,CBE,Google Play,negative,0.9997938275337219
no network for today why,1,2024-07-02,CBE,Google Play,negative,0.9994381070137024
"Poor application. Let me list down if you could update the main features. It say error while the money has already sent. We can't get the transaction record (it has limited date) or somtimes the listed record transactions and the details are not the same while we enter to see further details. So if you can, try to see telebirr application and how much simple it is then try to update frequently.",1,2024-07-02,CBE,Google Play,negative,0.9996870756149292
የማያጠቅም ባንክ👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,2024-06-29,CBE,Google Play,negative,0.7850590348243713
