review,rating,date,bank,source,sentiment,sentiment_score,clean_review,themes
Lot of errors.,1,2024-12-22,CBE,Google Play,negative,0.9993113279342652,lot error,other
"This is the worst update ever, the older version was better. It has so much bug.",1,2024-12-20,CBE,Google Play,negative,0.9997972846031188,bad update old version well bug,other
Sometimes stack.,1,2024-12-20,CBE,Google Play,negative,0.9173989295959472,stack,other
The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.,1,2024-12-20,CBE,Google Play,negative,0.9997528195381165,bad update let know ur balance respond quickly,other
"Before the new version, the app was fast and merits 4 ⭐. However, following the upgrade, the app is slow and takes time to reload. Apps are useless without speed, so make them work.",1,2024-12-19,CBE,Google Play,negative,0.999106466770172,new version app fast merit follow upgrade app slow take time reload app useless speed work,performance
It might be fake be aware (it’s not working),1,2024-12-17,CBE,Google Play,negative,0.999491572380066,fake aware work,other
This bank is one of worst bank stealing poor peoples money 😭,1,2024-12-17,CBE,Google Play,negative,0.9992907047271729,bank bad bank steal poor people money,other
Even if i had a balance of >0 i couldn't Even transfer any of my balance starting from 0-10257.,1,2024-12-17,CBE,Google Play,negative,0.998729169368744,balance transfer balance start,features
"It is keeping to say"" this app is rooted you can't use it ""what is the problem",1,2024-12-17,CBE,Google Play,positive,0.9084505438804626,keep app root use problem,other
"I am so disappointed because the application doesn't clearly show how many birr it will charge for every transaction rather than just deducted the money , as a user we should have the right to know the amount of money that is going to be deducted. It is a very deceptive tactic , it should be improved immediately.",1,2024-12-15,CBE,Google Play,negative,0.9984982013702391,disappointed application clearly birr charge transaction deduct money user right know money go deduct deceptive tactic improve immediately,other
Transfer to telebirr fee above 10 birr,1,2024-12-15,CBE,Google Play,negative,0.9715496301651,transfer telebirr fee birr,features
It takes ur money out of no where!!!!,1,2024-12-14,CBE,Google Play,negative,0.9982123374938964,take ur money,other
Waw,1,2024-12-09,CBE,Google Play,negative,0.7346178889274597,waw,other
Its weak application,1,2024-12-09,CBE,Google Play,negative,0.9996856451034546,weak application,other
Its not work as expectations,1,2024-12-07,CBE,Google Play,negative,0.9967843294143676,work expectation,other
Not that much good!,1,2024-12-07,CBE,Google Play,negative,0.9997987151145936,good,other
COmmercial,1,2024-12-05,CBE,Google Play,negative,0.9959623217582704,commercial,other
Goood,1,2024-12-02,CBE,Google Play,negative,0.9943867921829224,goood,other
"1.I have to log out and wait for more minutes to make another transfer . 2. I get charged for a not satisfactory transfer amount. 3.On some days I see some transactions with different amount of transfers which I don't do . 4.I can not transfer more than 20K. and charger for every transfer is not fair 5.And l wish to know ""For Ethiopians where exactly is there country to live in""",1,2024-11-26,CBE,Google Play,negative,0.9992608428001404,log wait minute transfer charge satisfactory transfer day transaction different transfer transfer charger transfer fair l wish know ethiopian exactly country live,features
milyon,1,2024-11-24,CBE,Google Play,positive,0.9962282180786132,milyon,other
Less functional,1,2024-11-22,CBE,Google Play,negative,0.9997671246528624,functional,other
Ok,1,2024-11-19,CBE,Google Play,positive,0.9997851252555848,ok,other
"feature to add beneficiary account from older version isn't available on this one, and the greeting notification that pops out during every log in is boring.",1,2024-11-17,CBE,Google Play,negative,0.9994866847991944,feature add beneficiary account old version available greeting notification pop log boring,features
"Sometimes, it is very difficult to open",1,2024-11-15,CBE,Google Play,negative,0.9993867874145508,difficult open,other
ሲስተሙ ምንም አይሰራም ያአቸግራል 😔😔 ብስታካከል መላካም ነው,1,2024-11-14,CBE,Google Play,negative,0.9239576458930968,ሲስተሙ ምንም አይሰራም ያአቸግራል ብስታካከል መላካም ነው,other
No fast,1,2024-11-12,CBE,Google Play,negative,0.981540024280548,fast,other
I like this app but it's done not work so fix it please!!!,1,2024-11-06,CBE,Google Play,negative,0.997734785079956,like app work fix,other
Good,1,2024-11-05,CBE,Google Play,positive,0.999816119670868,good,other
It shows a limited number of transaction history. And it does show transactions history in the order of arrival,1,2024-11-04,CBE,Google Play,negative,0.9768218398094176,show limited number transaction history transaction history order arrival,other
less active,1,2024-10-26,CBE,Google Play,negative,0.9994578957557678,active,other
ፒን ቁጥር ካስገባሁ በኋላ የሚመጣው ስከሪን ተቀማጭ ባላነሴን አያሳይም!,1,2024-10-23,CBE,Google Play,positive,0.9892830848693848,ፒን ቁጥር ካስገባሁ በኋላ የሚመጣው ስከሪን ተቀማጭ ባላነሴን አያሳይም,other
App is not working,1,2024-10-19,CBE,Google Play,negative,0.9997467398643494,app work,other
This good mobile banking app ever used but it says this device is rooted. You cannot run this app on this device,1,2024-10-18,CBE,Google Play,positive,0.969990074634552,good mobile banking app say device root run app device,other
try to update it,1,2024-10-18,CBE,Google Play,negative,0.9985365867614746,try update,other
"It is a service that is not expected from such a large institution. I saw that your work is very complicated. The user does not understand well your application. In general, you have many problems. This application is not convenient for the end user. For instance I can't access my account from abroad what I depsited amount and transfer from my account to any any one .It is a shame.",1,2024-10-16,CBE,Google Play,negative,0.9995642304420472,service expect large institution see work complicated user understand application general problem application convenient end user instance access account abroad depsite transfer account shame,features
"Cannot access with no reason,",1,2024-10-16,CBE,Google Play,negative,0.9994827508926392,access reason,other
"It's not secure enough,you don't have biometric option",1,2024-10-14,CBE,Google Play,negative,0.999625325202942,secure biometric option,other
-The app only shows a limited record amount of transaction (20) - it crashes again and again,1,2024-10-14,CBE,Google Play,negative,0.999650239944458,app show limited record transaction crash,performance
"This app is not set up for diaspora users. It works fine until you needed a new verification code, or you change your cell phone and try to use the app on the new phone. You will not be able to get the verification key that it is asking for just for changing your phone. It requires you to go the nearest branch to get the verification key. For me this will be travelling to Ethiopia from USA just to get this code. Even my sister - a joint aact holder & has my Power of Attorney, could not help me.",1,2024-10-11,CBE,Google Play,negative,0.9949235320091248,app set diaspora user work fine need new verification code change cell phone try use app new phone able verification key ask change phone require near branch verification key travel ethiopia usa code sister joint aact holder power attorney help,support
Useless,1,2024-10-07,CBE,Google Play,negative,0.9997991919517516,useless,other
Unexpected apps becouse this is bad unfortunately error,1,2024-10-06,CBE,Google Play,negative,0.9988136291503906,unexpected app becouse bad unfortunately error,other
App is not working for days now.,1,2024-10-03,CBE,Google Play,negative,0.9971845746040344,app work day,other
Nice,1,2024-09-30,CBE,Google Play,positive,0.9998552799224854,nice,other
